username,date,tweet,existence,existence.confidence
danielgross,19/04/2023 21:37,@andrewbreitbart I bet you think snow disproves climate change. Idiot,Y,1
RyanSAdams,19/04/2023 20:49,Now is the time to attack the soft underbelly of unsubstantiated global warming alarmism: http://bit.ly/agVviO #agw @amspec,N,1
Blackamazon,19/04/2023 20:29,"@DylanRatigan You should have just let it go with the snowstorm/global warming stuff.  You're better than that, IMO",N,0.6921
nntaleb,19/04/2023 20:25,"Seriously, how is this helping to get people to work against climate change? http://bit.ly/bdEr0I",Y,0.6488
EnbyFoxxo,19/04/2023 20:17,"Where are the global warming nutjobs with their signs??? RT @JimDeMint: It's going to keep snowing in DC until Al Gore cries ""uncle""",N,1
ylecun,19/04/2023 20:12,NOAA Climate Change Announcement cancelled for today. http://bit.ly/9LR4N6,NA,0.6593
mishadavinci,19/04/2023 20:08,RT @MikeRwithCRC: Climate change activist proponent Ian Katz complains that global warming debate has fallen apart.  http://bit.ly/bcEzBs,Y,1
Sylphonian,19/04/2023 20:03,Snowmageddon' in DC and we still can't see global warming/weirding at work. Theologians call it 'willful blindness.' http://bit.ly/aK8oAG,Y,1
randyhillier,19/04/2023 19:57,"Clearly the #snowmageddon is disproving global warming RT @JimDeMint It's going to keep snowing in DC until Al Gore cries ""uncle""",N,1
SigGravitas,19/04/2023 19:51,Betting on Climate Change: Corporations Stand to Make or Lose Billions http://viigo.im/3dtg,NA,1
aman0_kei,19/04/2023 19:48,I foresee a 1st Helpful Manual from new Obama Global Warming Agency:  How to prevent Spontaneous Human Combustion [SHC] in your home.,NA,0.6331
ProfNoahGian,19/04/2023 19:45,"Obama should appoint himself director of new Global Warming Agency--he would be pre-eminently qualified, he blows a lot of hot teleprompter.",Y,0.6919
LuckyGriffin,19/04/2023 19:39,How much time before a clever politician will claim this cold weather proves there•_Çs no global warming? Tip: ask your science advisor first.,N,0.6455
PenTitan,19/04/2023 19:00,"U.S. Climate Change Portal Could Birth Entirely New Industries:  At long last, we can access the government's clim... http://bit.ly/ckuIf8",Y,0.6923
nukboii,19/04/2023 18:52,One Million Women' a Starting Point on #Climate Change http://bit.ly/cBcsCa,Y,0.7084
SafemoonWez,19/04/2023 18:46,"Spontaneous Human Combustion [SHC]:Since every human body has electrical field & flammable gases, global warming cud ignite these gases.",Y,0.646
turrible_tao,19/04/2023 18:40,African Farmers Urged to Innovate to Offset Climate Change: Source: Bloomberg - Africa's failure to embrace modern... http://bit.ly/aym1Uc,Y,1
ToKTeacher,19/04/2023 18:33,"#fb Goddammit, folks, blizzards don't negate climate change. The science isn't debating this. Climate change is real. End of story.",Y,1
ImNotTheWolf,19/04/2023 18:33,@ClaireForman Climate change is still real. I can't believe people still debate this. Scientists don't.,Y,1
justkelly_ok,19/04/2023 18:24,Transit bills fight climate change http://bit.ly/99fGgK,Y,0.6875
antoniogm,19/04/2023 18:23,"Geoengineering is a diplomatic nightmare for the same basic reasons that climate change is a diplomatic nightmare, but worse. Why? (cont'd)",Y,1
blader,19/04/2023 18:18,"WSJ Econ roundup. // http://on.wsj.com/9JViRX Secondary Sources: Consumer Agency, Euro Crisis, Climate Change  via @tweetmeme",NA,0.6434
AmieTheRose,19/04/2023 18:17,MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgjl,Y,0.7012
gbrl_dick,19/04/2023 18:11,MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://ow.ly/16xgTm,Y,1
NFTMillionaire,19/04/2023 18:10,Interested in how the US Fish and Wildlife Service (@USFWSHQ) is addressing #climate change and fish/wildlife? http://bit.ly/imALM #science,Y,1
Roko__eth,19/04/2023 18:09,MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming (Video) http://is.gd/818dp #tcot #snOMG,Y,0.6362
artemon,19/04/2023 17:51,Researchers study how #climate change chases #fish from streams | Great Lakes Echo http://bit.ly/bRVMlT #habitat #science,Y,1
TheSpaceFox69,19/04/2023 17:40,Is Climate Change Legislation Dead in 2010? | http://bit.ly/aTeIsq,NA,1
Eerie_the_Ghost,19/04/2023 17:31,U.S. Climate Change Portal Could Birth Entirely New Industries | http://bit.ly/b7lBwM,Y,1
perrymetzger,19/04/2023 17:29,MSNBC's Ratigan Blames 'Snowpocalypse' on Global Warming http://bit.ly/943TCj,Y,0.6619
spandrell3,19/04/2023 17:13,"NOAA to create new #climate change office to provide data to govts, industry, academia http://nyti.ms/ar34Mw",NA,0.6592
JoelHeyman,19/04/2023 16:36,RT @ecopolitologist: Communicating #Climate Change: Kate Sheppard on the Politics Beat http://bit.ly/drvGoh,Y,0.7237
docsquiddy,19/04/2023 16:27,"Obama administration creates climate change agency, IPCC chief under scrutiny & more. Tuesday's Reads | http://bit.ly/anQG5G",NA,0.3568
docsquiddy,19/04/2023 16:14,RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,N,0.6367
RoSphix,19/04/2023 16:07,RT @climatedebate: Climate change aids invasive plants:  http://bit.ly/bbH0U7,Y,0.691
amli_art,19/04/2023 15:46,RT @OneClimate: Palin likens global warming studies to 'snake oil'  http://bit.ly/bvfjK3 #climate,NA,0.6939
cyprianous,19/04/2023 15:33,New federal #climate change agency forming: http://ow.ly/15rAF,Y,0.6621
altNOAA,19/04/2023 15:32,"Invasive News: Climate change aids invasive plants - UPI.com: UPI.comClimate change aids invasive plantsUPI.com""Ou... http://bit.ly/b9H1T8",Y,0.7231
YosarianTwo,19/04/2023 15:31,@Steve_Trotto Noooo don't get @Physboy and @Alli_Flowers started on global warming!,NA,0.6822
elonmusk,19/04/2023 15:27,RT @mattyglesias Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,N,0.6585
MillionInt,19/04/2023 15:06,RT @mattyglesias: Wish it were possible to make the obvious global warming jokes w/o giving aid and comfort to crazy people,N,0.6694
JamesBouse1,19/04/2023 14:13,"I am amused that NOAA has created an office on global warming & the announcement set for yesterday was disrupted due to, uh, blizzards.",N,0.6528
lisatomic5,19/04/2023 14:08,Climate change movement dead? http://bit.ly/9clxKG,N,0.6792
GeorgeCrudo,19/04/2023 13:49,"Hot Air Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has... http://bit.ly/cDoUf1",Y,0.4868
ZakugaMignon,19/04/2023 13:27,Ten reasons why examining climate change policy through an ethical lens is a practical imperative http://bit.ly/bDd1pp,Y,1
NohPencil,19/04/2023 13:22,Pres Obama wants to create a new federal office for global warming. // How do we stop this before it's started?? #tcot,N,0.6782
thewolfofdefi,19/04/2023 12:56,And the hits keep on coming. RT @foxandfriends Pres Obama wants to create a new federal office for global warming ... good or bad thing?,NA,0.4917
jasonyuandesign,19/04/2023 12:26,"Climate change will mk the world more fragrant, as warming temperatures mk plants release more chems http://bit.ly/dw6wQq (via @bbcscitech)",Y,1
Miles_Brundage,19/04/2023 12:25,"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/98vxAB",NA,1
HipCityReg,19/04/2023 12:22,"New federal office for global warming by Jennifer Haberkorn, Washington Times http://bit.ly/bOOrLk #climategate",Y,0.4678
dabit3,19/04/2023 12:21,NOAA - Blizzard Rearranges Climate Change Announcement: http://bit.ly/bTKA9x #agw #wsj #snowmageddon,NA,0.7104
tszzl,19/04/2023 12:10,"Sir David King: Half Right on the IPCC and Global Warming Policies, Despite Bad Logic http://bit.ly/blSiI2",Y,0.4972
violetbfox,19/04/2023 11:58,RT @justkarl: Obligatory: Blizzard Rearranges NOAA Climate Change Announcement http://is.gd/7Z68T,NA,1
darth,19/04/2023 11:30,"RT @milrey76 wait, how did the Commerce Sec. announce a new climate change tracking system today? Wasn't the govt shut down due to snow?",NA,0.682
gavinsblog,19/04/2023 11:27,"""Snow means that global warming isn't real"" -- how to respond:  http://post.ly/MtI0",N,0.6329
Serenityin24,19/04/2023 11:24,And Mother Nature reinforces the fact that global warming is but a left-wing conspiracy by bringing yet MORE SNOW. http://bit.ly/cn8jen,N,1
tszzl,19/04/2023 11:01,"RT @sbthistle: More snow 4 DC. Hope anti-climate change members of Congress & lobbyists, r paying attention. http://tinyurl.com/yedwvex #co2",Y,0.7585
JOEBOTxyz,19/04/2023 10:47,Weather apparently only relevant when global warming is supported. http://bit.ly/bmnKp6,N,0.6242
wonghumanusia,19/04/2023 09:56,RT @FederalLobbyist: CLIMATE CHANGE? Blizzrd Rearranges Announcement of Feds New Global Warming Office! http://bit.ly/cjiqDh Have to grin!,N,0.883
PeterDiamandis,19/04/2023 09:32,"No weather event can be attributed exclusively to climate change, but heavier precipitation is consistent w/ climate scientists' theories.",Y,1
VGBC_GimR,19/04/2023 09:29,"RT @usnoaagov: Com. Sec. Locke: ""NOAA Climate Service will help tackle head-on the challenges of mitigating and adapting to climate change.""",Y,0.6457
sama,19/04/2023 08:41,RT @ClimateScam: #climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,N,1
heathluCEO,19/04/2023 08:32,#climategate : Weather apparently only relevant when global warming is supported. http://bit.ly/dfxl79,NA,0.6387
alicemazzy,19/04/2023 07:52,"RT @jeffreydmorgan: Good info-easy read. IR pros should read! SEC ""Climate Change Disclosure Release Guidance""  http://sec.gov/rules/interp/2010/33-9106.pdf",NA,1
neilturkewitz,19/04/2023 07:14,10 to 20 inches for D.C. region Tuesday into Wednesday? Stop the global warming! http://ow.ly/15hyn #Snowpocalypse @KEder @wikipublius,Y,0.6597
dapppunk,19/04/2023 07:14,GLOBAL WARMING: NOAA Proposes New Climate Service - http://bit.ly/codcdY,NA,0.652
bentossell,19/04/2023 06:51,"Hah hah! RT @mvaughn25: Too funny, govt had to delay announcing new ""Global Warming Office"" due to DC blizzard http://bit.ly/bTKA9x",N,0.6606
JCorvinusVR,19/04/2023 06:16,"When I see a warning for ANOTHER 10-20"" of snow I wish girls still used 3 cans of AquaNet per day to speed up the global warming process",N,1
mimi10v3,19/04/2023 05:44,RT @ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,N,0.6592
TopLobsta,19/04/2023 04:40,Another 20 in. of snow possible. Who Dat say there's global warming? http://bit.ly/baPDnN #tcot  #globalwarming,N,1
SashaMTL,19/04/2023 04:25,"RT @boliviaun 6:30 pm Live, Ivan Canelas, spokesperson of Bolivian presidency, at climate change conf #cochabamba! http://is.gd/bzLVM #cmpcc",NA,1
IMScalable,19/04/2023 04:14,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/cXYmem #tcot",Y,0.6477
DanielTorday,19/04/2023 04:10,RT @NASA: Our colleagues at NOAA have launched a special climate service to track climate change trends at Climate.gov,Y,0.6371
LinusEkenstam,19/04/2023 03:18,RT @txvoodoo: Dr Jeff Masters of @wunderground has a great blog about storms & global warming: http://is.gd/7YoX4,Y,1
perrymetzger,19/04/2023 02:45,Water at core of climate change impacts: experts http://bit.ly/9lFhiP ...,Y,1
netcapgirl,19/04/2023 02:44,@notlarrysabato and RFK Jr was tlkibg last yr about how global warming has made DC metro snowless.,Y,0.6229
paulg,19/04/2023 02:38,"RT @WeCanLead Odds schmodds. RT @senatus: Despite long odds, groups continuing to push Senate on #climate change bill - http://is.gd/7XYkr",NA,1
matthew_d_green,19/04/2023 02:20,"Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi (via @treehugger + @NatalieLin)",Y,0.6635
coolscoob1984,19/04/2023 02:00,Laughable. // NOAA: Blizzard Rearranges Climate Change Announcement    http://on.wsj.com/cZAaP0  via @tweetmeme,N,0.4751
SucScrib,19/04/2023 01:37,"I don't know about global warming, but I'm ready to sign-up on the Global Cooling bandwagon. #globalcooling #snowpocalypse 10-20",N,0.5134
Grummz,19/04/2023 01:20,RT @washdcnews: NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,NA,1
BionicWriter,19/04/2023 01:16,Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,Y,0.6699
darkcobrabws,19/04/2023 00:39,"Post: ""Smart electric meters may be delayed in face of cooling concerns about climate change"" http://tinyurl.com/yfabxr9",NA,1
tylerangert,19/04/2023 00:23,NOAA: Blizzard Rearranges Climate Change Announcement http://dlvr.it/1XLW,Y,0.6572
sarahdoody,18/04/2023 23:18,RT @WSJWashington: NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,NA,0.7127
oliverburkeman,18/04/2023 23:12,NOAA: Blizzard Rearranges Climate Change Announcement http://on.wsj.com/ayzhTE,NA,0.6569
StockMKTNewz,16/04/2023 17:03,"True, but EPA is less susceptible here than Congress. RT @drgrist ""Lobbyists rush to block EPA action on climate change http://is.gd/7Y8K3""",NA,1
iamDCinvestor,16/04/2023 16:47,Global warming deniers need to STFU. Climate change causes an increase in GLOBAL (not necessarily local) temps & larger storms. And oh look!,Y,1
joranhonig,16/04/2023 16:44,US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: New York Times (blog) The Obama administr... http://nyti.ms/ae6mk0,Y,0.6434
nottkaro,16/04/2023 16:07,The great global warming alarmist meltdown continues: http://bit.ly/92VvOv #ipcc #tcot #climate,N,0.6742
magencubed,16/04/2023 16:00,[...] and Reduce Greenhouse Gas Emissions  That Cause Global Warming Until Unemployment Drops Below Specified Level for Full Year,Y,0.6528
RuxandraTeslo,16/04/2023 15:39,RT @Dofang Batman said it best on global warming: http://twitpic.com/11rlcm,Y,0.6421
kfoxx_writes,16/04/2023 15:29,Ask Pablo: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/bZ4FQJ,Y,1
ImSpeaking14,16/04/2023 15:29,2 ft of snow on the ground and Obama administration has press conference to announce global warming tracker. Clueless. http://tr.im/Nn7P,N,1
IndBizGuru,16/04/2023 15:22,Here we go again. Thank G#d for global warming? Another big snowstorm forecast for U.S. East Coast. http://bit.ly/cseILR,N,0.686
CecilYongo,16/04/2023 15:03,"RT @DougBenson: Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",Y,1
IndBizGuru,16/04/2023 14:50,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/de9g7L",N,0.4739
nixnada,16/04/2023 14:49,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/0ugJ",Y,0.6544
levelsio,16/04/2023 14:43,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC http://goo.gl/fb/Y4pz",Y,1
PromptMuse,16/04/2023 14:42,"RT @senatus: Despite long odds, outside groups are continuing to push the Senate on a climate change bill - http://is.gd/7XYkr",Y,0.6847
VikkiRossWrites,16/04/2023 14:28,UN Environment Programme head defends conclusions of landmark climate change report: http://is.gd/7WkIo (via @UN),Y,0.6709
halvarflake,16/04/2023 14:25,RT @redostoneage Two physicists scientific paper debunking global warming & how it violates basic laws of physics http://bit.ly/amRmtg,N,1
Galois_Capital,16/04/2023 14:24,"Oceans reveal further impacts of climate change, says UAB expert http://bit.ly/OceanImpacts (via @EcoInteractive)",Y,1
Soccermatics,16/04/2023 14:04,Heading to Clarendon in global warming shirt. Will it get me laughs or get me shanked? We'll find out! #snowpocalypse,Y,0.6566
SHSLRuby,16/04/2023 13:50,"And again I say: drop global warming, enviros. The issue is not PREDICTABLY rising temps but UNPREDICTABLE climate change. #snom!@#$g",N,0.6495
sgonzalesauthor,16/04/2023 13:34,"@raygrantdotcom You know, a theory of global warming effect is that North Atlantic actually cools as polar ice melts, cutting of Gulf Stream",Y,0.6986
bhak_sala,16/04/2023 13:21,"Due to the snow (aka, global warming), Starbucks near me ran out of coffee!! What?!?",Y,0.6501
dharmesh,16/04/2023 13:16,"NOAA announces new climate change ""portal"" www.climate.gov and plans for a Climate Service to provide data http://www.noaa.gov/climate.html",Y,0.689
gay_lumberjack,16/04/2023 13:08,Effort underway to suspend California's global-warming law: http://bit.ly/cf8sO1 #climatechange #capandtrade,N,0.3563
Prathkum,16/04/2023 12:45,@brytupper And we have another 10-20 inches of it on the way. We are running out of room to put our global warming!,N,0.7199
davidhogg111,16/04/2023 12:44,Really more snow?! Damn global warming - the pandas! what about the pandas!,N,0.3464
SpecterM91,16/04/2023 12:41,"RFK, Jr. 15 months ago: Global Warming means no snow or cold for DC http://tinyurl.com/yfeoz82 || Judge intentions, not results #manbearpig",N,0.6759
digital_objects,16/04/2023 12:37,"@freddoso - great piece - RFK, Jr. 15 months ago: Global warming means no snow or cold in DC  http://bit.ly/aeTiCg #tcot #teaparty #sgp",N,0.4947
Izzyroll,16/04/2023 12:03,"Numb fingers limited my Tweetability after shoveling 27"" of global warming. DC forecast Tues: 10+ inches-Hell has indeed frozen over! #tcot",N,0.5103
mattparlmer,16/04/2023 11:46,US Fish and Wildlife Service Says Pika Not Imperiled by Climate Change - New York Times (blog).. http://bit.ly/cxHD7l #obama',Y,0.6469
TagYourI7,16/04/2023 10:53,"@syancyfox5  now its 14""-20 FML i sorry but I htink im going team Plain global warming does not exist",N,1
daniel_271828,16/04/2023 10:38,@_Kaitie_  Team Paling GLOBAL WARMInG DOES NOT EXIST,N,0.6842
richgel999,16/04/2023 10:31,"#Commerce @SecLocke on #WhiteHouse #Climate Service proposal: ""Whether we like it or not, climate change represents a real threat.""",Y,1
nearcyan,16/04/2023 08:41,"NOAA has unveiled a clearinghouse of NOAA climate change info, products & svcs at www.climate.gov",Y,0.6734
MOTHER_v3,16/04/2023 07:26,@ewerickson FWIW the idea of a national climate service started under Bush and it has nothing to do with global warming.,Y,0.3632
bilawalsidhu,16/04/2023 05:48,RT @Earthscan: There are a few well-worn arguments that people who do not want to believe that climate change is a reality......,Y,0.7273
thatsgoodweb,16/04/2023 04:01,How does the politicization of climate change affect public opinion? http://bit.ly/9lJKg5,NA,1
BritishBatman,16/04/2023 03:58,@washpost NOAA reorganization would provide more info on global warming: http://bit.ly/agqiIf #ocean #climate #acidification,Y,0.7399
sanjanacurtis,16/04/2023 03:44,@mlmoore2 I love how they act like they never said it either. They will remind us again in July about global warming.,N,1
BoneJail,16/04/2023 03:38,Time Warp! 15 months ago RFK Jr. said Global warming means no cold or snow in DC.  http://bit.ly/bfq8s8 Suck it Bobby.,N,0.6768
bcmerchant,16/04/2023 03:25,Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,N,0.6527
Zosmel,16/04/2023 02:31,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y,0.6752
ercwl,16/04/2023 01:40,I hate when morons think that when we get snow it means there's no global warming. It is called CLIMATE CHANGE! Wake the F up!,Y,1
CryptoTony__,16/04/2023 01:18,"RT @MISSMYA: ""Many believe global warming's from man made pollution, but planetary alignments hv a big influence on weather&all aspects of life on Earth""",Y,1
BillAckman,16/04/2023 01:09,New Federal Climate Change Agency Forming: By RANDOLPH E. SCHMID AP Science Writer AP The Obama administration on ... http://bit.ly/aXswH4,Y,0.6245
iamDCinvestor,16/04/2023 00:39,U.S. to Form Climate-Change Agency: The Obama administration proposed a new agency to study and report on the changing  http://url4.eu/1LSoP,NA,0.6196
Nash076,15/04/2023 22:50,RT @fredthompson UN Global Warming chair says skeptics can't tell asbestos from talcum pwdr. At least they can tell science from a snow job.,Y,0.7008
cathsimard_,15/04/2023 22:47,"@dcseth my ""side"" is science, & it's well-founded. Politics involved, but only b/c we have to deal w/ your climate change denying nonsense.",Y,1
timnitGebru,15/04/2023 22:01,"To clarify, here: I am an environmentalist. @dcseth is a climate change denier. You are witnessing an argument.",Y,0.7436
olivercameron,15/04/2023 21:57,"@dcseth I'm sure you're a decent human, but if youre trying to make climate change political, hard for me to respect any of your opinions.",Y,0.6621
harmlessai,15/04/2023 21:52,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y,1
etbrooking,15/04/2023 21:35,"RT @davidcorndc: Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y,1
Down11Fall,15/04/2023 21:08,"Can someone please explain to conservatives that with climate change, some areas will get colder and weather patterns will shift.",Y,0.5091
WholeMarsBlog,15/04/2023 20:58,@DavidCornDC Another DC snowstorm? Where's the global warming?,N,1
tervisscoot,15/04/2023 20:15,Woot! RT @alexpriest: RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,Y,1
leecronin,15/04/2023 20:01,RT @usnews: New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,NA,0.6408
XilleIlahi,15/04/2023 19:58,RT @bradplumer Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,Y,0.4762
itsurboyevan,15/04/2023 19:42,New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,Y,1
nerdy_eevee,15/04/2023 19:28,New Federal Climate Change Agency Forming http://bit.ly/a8lfPz,Y,0.6477
AndreiNeagoie,15/04/2023 19:05,@dcseth oh good god don't tell me you're a climate change denier too,Y,1
slugworlds,15/04/2023 18:58,New federal climate change agency forming http://dlvr.it/1WPN,NA,0.6916
SucScrib,15/04/2023 18:58,Tea-party gang now focused on scuttling California's global-warming law: http://bit.ly/dB1PYw,NA,0.6634
timnitGebru,15/04/2023 18:46,"Ok... @Slate just sent me my mid-day update, linking a story on climate change to the AP...but the link takes me to TPM. #msmbias",NA,0.5313
njsilvadyne,15/04/2023 18:23,RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z - cool!,Y,0.6818
skdh,15/04/2023 18:20,RT @eDevelopment: Two vacancies open at the World Bank: Senior Specialists on ICT for Agriculture and Climate Change and e-Health http://bit.ly/91JGji,NA,0.6879
0xSamHogan,15/04/2023 17:49,Making Ripples: post-corporate adventures in Floyd County Virginia: Is this a preview of the climate change to come? http://j.mp/cTBnzw,Y,0.682
svpino,15/04/2023 17:21,Across the Nation... NOAA reorganizes to provide more info on global warming: The Obama administration launched a ... http://bit.ly/cIPdtR,NA,0.6928
PeterDiamandis,15/04/2023 17:13,Business Section... NOAA reorganizes to provide more info on global warming: The Obama administration launched a n... http://bit.ly/9c2kEc,Y,0.6697
DentesLeo,15/04/2023 17:12,Lobbyists rush to block EPA action on #climate change http://bit.ly/d5lq3G,Y,0.6843
AdamRackis,15/04/2023 17:10,"With climate change, birds are taking off for migration sooner ...: Migrating birds can and do keep their travel d... http://bit.ly/90jgQn",Y,1
R1100GSBlueNose,15/04/2023 16:42,"Just in time for #snomg! RT @BreakingNews: Obama admin forms Climate Service, a new agency to study and report on global warming -AP #tcot",Y,0.678
alexrkonrad,15/04/2023 16:31,Green Police! RT @peterdaou: Department of Defense states that climate change is a national security threat http://bit.ly/cIN1aK,Y,1
devinkorwin,15/04/2023 16:20,"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming -AP",NA,0.6457
ESYudkowsky,15/04/2023 15:55,"Disclosing the Real Risks on Climate Change by Paul Driessen, TownHall.com http://bit.ly/8YJBQ7",Y,0.6823
Stuz0r,15/04/2023 15:43,China Daily: The rich world will never accept the findings of #climate change till there is money to be made http://icio.us/bl2v3j,Y,0.7042
DonnieDarkened,15/04/2023 15:43,"Part of the problem with state/county ""Balanced Budget"" laws are storms like this. With Global Warming, emergencies like this will increase.",Y,1
kyle_chasse,15/04/2023 15:34,"RFK, Jr., not too long ago: Global warming means no snow in D.C. http://bit.ly/4x6PvE #shovelready",Y,0.6648
KateBour,15/04/2023 15:13,Lobbyists Rush to Block EPA Action on Climate Change http://ow.ly/16wIEJ,NA,1
WillManidis,15/04/2023 15:11,Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius,Y,0.7154
yacineMTB,15/04/2023 15:10,"A lot of NJ's blocked me, but you're fine :) RT @teh_Dede: @keder I'm sorry the Global Warming got ya...and I hope we're still friends.  :)",NA,0.5097
sebs_tweets,15/04/2023 15:08,"@bmorehousehoney that's why the science community has pushed so hard for the term ""Climate Change"" - warming is misleading...",Y,1
punk6529,15/04/2023 14:51,Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,Y,1
punk6529,15/04/2023 14:17,"@algore How is your global warming going there in your DC office? Hope you're nice and toasty...oh wait, #climategate is a scam. thnx #fail",N,1
punk6529,15/04/2023 14:13,"@jmac82 Exactly, Justin. Just saw Fox 5 say we'll be getting up to 10 inches of global warming on Tuesday. Damn it!",N,0.7085
punk6529,15/04/2023 14:00,Climate change is transforming the Arctic environment faster than expected (ENN.com) http://www.enn.com/ecosystems/article/40994,Y,1
Uchikoshi_Eng,15/04/2023 13:24,"Okay, back to buz and no more complaining about snow...until Tuesday when another 6 inches comes.  Notice no talk of global warming lately?!",N,0.7062
oftheCrossways,15/04/2023 13:20,"Fighting Climate Change is a Business Model - As governments struggle to solve the climate change crisis, who's ste... http://ow.ly/16wGC9",Y,1
wongmjane,15/04/2023 13:12,"@TraciKnoppe After 27"" on Saturday, we're supposed to get 10 more tomorrow into Wednesday. Must be global warming!",Y,0.4588
DannyLeibrandt,15/04/2023 13:00,just saw someone post on FB that #snowpocalypse must be proof that global warming is a myth. calling him a moron probably isn't productive.,Y,1
asemota,15/04/2023 12:14,More mistakes found in climate change report? http://bit.ly/bKqwg6 #tcot #tlot,NA,1
shay3li,15/04/2023 12:05,@ScottJW Where is that global warming when we need it?,N,0.6752
perrymetzger,15/04/2023 12:05,"Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ",N,1
heykahn,15/04/2023 12:04,The great global warming collapse http://tgam.ca/Hrh (via @globeandmail),N,1
heykahn,15/04/2023 10:57,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot",Y,0.6404
rafranzdavis,15/04/2023 09:47,"Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938",N,0.4653
porgiexd,15/04/2023 08:41,Today's @newtgingrich: snow = no #climate change. Yesterday's Newt: #capandtrade good.  http://post.ly/MgbZ,NA,0.6652
dotnetschizo,15/04/2023 07:28,RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent,N,1
yishan,15/04/2023 07:20,"Post: ""Believers in man-made global warming rapidly dwindling"" http://tinyurl.com/yk66f9g",NA,0.6709
iLiamP_,15/04/2023 06:52,RT @WiserEarth: Follow events live from #bolivia for #cochabamba: World People's Conference on Climate Change  http://bit.ly/aldPym,NA,0.6306
askforcawmbyok,15/04/2023 06:20,Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.,Y,1
mcmansionhell,15/04/2023 05:29,Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9,Y,0.6988
gadboit,15/04/2023 05:04,Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO,Y,1
maccaw,15/04/2023 03:56,The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect http://bit.ly/4oLB7G #gov20LA,NA,1
lcamtuf,15/04/2023 03:31,The video contest @lovisatalk mentioned about Climate Change is on the ning-built Exchanges Connect  http://bit.ly/4oLB7G,NA,1
IanCrossland,15/04/2023 03:24,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: Robert F. Kennedy Jr., who flies around on pri... http://bit.ly/dmzEa2",NA,0.5126
TheDataConnect,15/04/2023 02:55,"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c",N,1
YiMaTweets,15/04/2023 02:21,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D",N,0.5172
